LAMMPS data file

# Mixture composition:
#   512 TraPPE_CH4 molecules

1 atom types
0 bond types
0 angle types
0 dihedral types

512 atoms
0 bonds
0 angles
0 dihedrals

0. 100. xlo xhi
0. 100. ylo yhi
0. 100. zlo zhi

Masses

1 16.04246

Pair Coeffs

1 0.294106213559 3.73

Atoms

1 1 1 0. 4.205816 11.635097 99.668358
2 2 1 0. 19.793999 51.17242 2.396021
3 3 1 0. 94.049202 86.068363 33.901904
4 4 1 0. 77.70286 87.59845 8.922453
5 5 1 0. 79.427868 80.979309 58.54753
6 6 1 0. 7.844931 86.175912 7.796873
7 7 1 0. 8.076214 80.454335 10.203636
8 8 1 0. 48.988517 94.225378 57.242619
9 9 1 0. 24.24064 34.051841 16.700622
10 10 1 0. 56.763383 65.528524 65.956445
11 11 1 0. 14.439546 3.362227 8.460888
12 12 1 0. 64.983929 76.65175 81.416751
13 13 1 0. 18.023332 57.367893 82.658834
14 14 1 0. 22.376555 60.033456 64.733937
15 15 1 0. 6.534398 40.603239 64.18086
16 16 1 0. 70.339661 42.544042 54.010403
17 17 1 0. 55.867144 58.114665 27.385366
18 18 1 0. 45.503647 92.845908 40.500549
19 19 1 0. 55.22797 41.220571 62.662752
20 20 1 0. 11.090913 1.553454 1.570775
21 21 1 0. 16.895276 78.071357 91.795418
22 22 1 0. 41.075859 38.19308 54.459481
23 23 1 0. 70.779462 13.009423 56.117764
24 24 1 0. 1.144885 48.963186 14.837067
25 25 1 0. 47.782928 38.729169 21.47619
26 26 1 0. 90.456391 79.294172 64.165933
27 27 1 0. 75.960074 25.236995 63.989096
28 28 1 0. 28.200777 25.208438 49.860479
29 29 1 0. 33.4773 49.611301 20.606882
30 30 1 0. 88.960443 37.480384 62.247105
31 31 1 0. 22.373006 10.562487 8.471948
32 32 1 0. 10.869789 22.59641 52.324211
33 33 1 0. 47.117592 31.792953 37.078694
34 34 1 0. 20.575215 4.514916 74.322197
35 35 1 0. 1.973458 78.157099 57.23352
36 36 1 0. 38.995121 31.226302 57.063463
37 37 1 0. 91.155004 28.621325 10.814826
38 38 1 0. 51.879907 30.112968 28.122409
39 39 1 0. 25.78863 70.024031 65.333012
40 40 1 0. 49.171973 36.109314 34.785435
41 41 1 0. 61.672736 95.635617 37.290478
42 42 1 0. 57.165719 36.66174 25.810941
43 43 1 0. 61.837722 12.518483 28.341624
44 44 1 0. 7.467545 97.488646 77.989327
45 45 1 0. 87.905988 81.687029 18.25285
46 46 1 0. 6.755851 53.140432 71.502993
47 47 1 0. 44.251934 35.067655 78.662556
48 48 1 0. 91.341037 66.359498 38.086339
49 49 1 0. 18.96196 33.258761 91.641142
50 50 1 0. 70.525503 80.240244 25.985765
51 51 1 0. 85.594466 48.090747 77.051008
52 52 1 0. 82.763649 7.18907 45.719671
53 53 1 0. 49.739852 73.986013 52.706554
54 54 1 0. 8.621875 18.684376 80.638457
55 55 1 0. 44.380518 92.118959 71.33418
56 56 1 0. 4.538581 19.836562 66.284523
57 57 1 0. 98.050864 31.375985 98.332286
58 58 1 0. 41.384167 12.748028 62.552269
59 59 1 0. 19.79729 90.115491 14.331272
60 60 1 0. 51.821033 72.673174 62.648095
61 61 1 0. 64.938196 2.727877 46.553538
62 62 1 0. 10.463579 80.9784 2.850401
63 63 1 0. 65.623982 54.995543 52.973484
64 64 1 0. 90.838205 78.902106 57.069587
65 65 1 0. 30.197048 72.252889 3.27751
66 66 1 0. 63.143311 26.114692 20.208053
67 67 1 0. 35.351794 24.346315 20.624016
68 68 1 0. 16.809297 68.078558 4.320199
69 69 1 0. 55.09462 11.394221 68.203402
70 70 1 0. 11.858563 36.208104 91.572425
71 71 1 0. 90.503926 14.347007 84.598068
72 72 1 0. 83.065509 24.82973 8.003131
73 73 1 0. 84.290112 14.347073 91.942414
74 74 1 0. 40.916535 8.941836 2.082717
75 75 1 0. 24.155578 4.888819 20.88284
76 76 1 0. 33.370041 86.774822 32.073583
77 77 1 0. 58.954724 40.778645 16.337746
78 78 1 0. 52.416427 51.151088 86.190129
79 79 1 0. 71.519068 88.22818 7.973684
80 80 1 0. 89.438093 13.645034 79.558755
81 81 1 0. 73.091656 57.748137 49.984598
82 82 1 0. 63.369439 25.54306 91.977861
83 83 1 0. 0.538242 30.840603 52.413344
84 84 1 0. 65.656865 59.603566 30.477847
85 85 1 0. 25.056108 92.826749 50.95017
86 86 1 0. 86.018771 36.616952 20.681113
